Country Name,Country Code,Series Name,Series Code,2018 [YR2018]
Jordan,JOR,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,46.63462
Jordan,JOR,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,68.75
Jordan,JOR,Government Effectiveness: Standard Error,GE.STD.ERR,0.1955121
Kazakhstan,KAZ,Government Effectiveness: Estimate,GE.EST,0.0217204
Kazakhstan,KAZ,Government Effectiveness: Number of Sources,GE.NO.SRC,9
Kazakhstan,KAZ,Government Effectiveness: Percentile Rank,GE.PER.RNK,54.32692
Kazakhstan,KAZ,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,39.90385
Kazakhstan,KAZ,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,66.34615
Kazakhstan,KAZ,Government Effectiveness: Standard Error,GE.STD.ERR,0.1982992
Kenya,KEN,Government Effectiveness: Estimate,GE.EST,-0.4108523
Kenya,KEN,Government Effectiveness: Number of Sources,GE.NO.SRC,12
Kenya,KEN,Government Effectiveness: Percentile Rank,GE.PER.RNK,38.94231
Kenya,KEN,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,22.59615
Kenya,KEN,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,48.07692
Kenya,KEN,Government Effectiveness: Standard Error,GE.STD.ERR,0.1805988
Kiribati,KIR,Government Effectiveness: Estimate,GE.EST,-0.2764392
Kiribati,KIR,Government Effectiveness: Number of Sources,GE.NO.SRC,3
Kiribati,KIR,Government Effectiveness: Percentile Rank,GE.PER.RNK,41.34615
Kiribati,KIR,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,18.26923
Kiribati,KIR,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,63.94231
Kiribati,KIR,Government Effectiveness: Standard Error,GE.STD.ERR,0.3491045
"Korea, Dem. People’s Rep.",PRK,Government Effectiveness: Estimate,GE.EST,-1.57276
"Korea, Dem. People’s Rep.",PRK,Government Effectiveness: Number of Sources,GE.NO.SRC,5
"Korea, Dem. People’s Rep.",PRK,Government Effectiveness: Percentile Rank,GE.PER.RNK,5.288462
"Korea, Dem. People’s Rep.",PRK,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,0.9615384
"Korea, Dem. People’s Rep.",PRK,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,11.53846
"Korea, Dem. People’s Rep.",PRK,Government Effectiveness: Standard Error,GE.STD.ERR,0.265315
"Korea, Rep.",KOR,Government Effectiveness: Estimate,GE.EST,1.182665
"Korea, Rep.",KOR,Government Effectiveness: Number of Sources,GE.NO.SRC,8
"Korea, Rep.",KOR,Government Effectiveness: Percentile Rank,GE.PER.RNK,84.13461
"Korea, Rep.",KOR,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,76.44231
"Korea, Rep.",KOR,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,91.82692
"Korea, Rep.",KOR,Government Effectiveness: Standard Error,GE.STD.ERR,0.2132453
Kosovo,XKX,Government Effectiveness: Estimate,GE.EST,-0.4283053
Kosovo,XKX,Government Effectiveness: Number of Sources,GE.NO.SRC,5
Kosovo,XKX,Government Effectiveness: Percentile Rank,GE.PER.RNK,37.98077
Kosovo,XKX,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,18.26923
Kosovo,XKX,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,53.36538
Kosovo,XKX,Government Effectiveness: Standard Error,GE.STD.ERR,0.2608061
Kuwait,KWT,Government Effectiveness: Estimate,GE.EST,-0.0878059
Kuwait,KWT,Government Effectiveness: Number of Sources,GE.NO.SRC,7
Kuwait,KWT,Government Effectiveness: Percentile Rank,GE.PER.RNK,49.51923
Kuwait,KWT,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,35.57692
Kuwait,KWT,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,63.94231
Kuwait,KWT,Government Effectiveness: Standard Error,GE.STD.ERR,0.22757
Kyrgyz Republic,KGZ,Government Effectiveness: Estimate,GE.EST,-0.6115379
Kyrgyz Republic,KGZ,Government Effectiveness: Number of Sources,GE.NO.SRC,8
Kyrgyz Republic,KGZ,Government Effectiveness: Percentile Rank,GE.PER.RNK,28.84615
Kyrgyz Republic,KGZ,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,15.38461
Kyrgyz Republic,KGZ,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,45.67308
Kyrgyz Republic,KGZ,Government Effectiveness: Standard Error,GE.STD.ERR,0.2317764
Lao PDR,LAO,Government Effectiveness: Estimate,GE.EST,-0.672724
Lao PDR,LAO,Government Effectiveness: Number of Sources,GE.NO.SRC,8
Lao PDR,LAO,Government Effectiveness: Percentile Rank,GE.PER.RNK,24.51923
Lao PDR,LAO,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,14.42308
Lao PDR,LAO,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,39.90385
Lao PDR,LAO,Government Effectiveness: Standard Error,GE.STD.ERR,0.2215988
Latvia,LVA,Government Effectiveness: Estimate,GE.EST,1.043452
Latvia,LVA,Government Effectiveness: Number of Sources,GE.NO.SRC,8
Latvia,LVA,Government Effectiveness: Percentile Rank,GE.PER.RNK,79.80769
Latvia,LVA,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,75
Latvia,LVA,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,88.94231
Latvia,LVA,Government Effectiveness: Standard Error,GE.STD.ERR,0.2132453
Lebanon,LBN,Government Effectiveness: Estimate,GE.EST,-0.6402023
Lebanon,LBN,Government Effectiveness: Number of Sources,GE.NO.SRC,8
Lebanon,LBN,Government Effectiveness: Percentile Rank,GE.PER.RNK,25.96154
Lebanon,LBN,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,14.90385
Lebanon,LBN,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,41.34615
Lebanon,LBN,Government Effectiveness: Standard Error,GE.STD.ERR,0.2233855
Lesotho,LSO,Government Effectiveness: Estimate,GE.EST,-0.8609057
Lesotho,LSO,Government Effectiveness: Number of Sources,GE.NO.SRC,9
Lesotho,LSO,Government Effectiveness: Percentile Rank,GE.PER.RNK,18.26923
Lesotho,LSO,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,10.57692
Lesotho,LSO,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,33.65385
Lesotho,LSO,Government Effectiveness: Standard Error,GE.STD.ERR,0.19978
Liberia,LBR,Government Effectiveness: Estimate,GE.EST,-1.340831
Liberia,LBR,Government Effectiveness: Number of Sources,GE.NO.SRC,11
Liberia,LBR,Government Effectiveness: Percentile Rank,GE.PER.RNK,8.653846
Liberia,LBR,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,3.365385
Liberia,LBR,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,14.42308
Liberia,LBR,Government Effectiveness: Standard Error,GE.STD.ERR,0.1874648
Libya,LBY,Government Effectiveness: Estimate,GE.EST,-1.847037
Libya,LBY,Government Effectiveness: Number of Sources,GE.NO.SRC,8
Libya,LBY,Government Effectiveness: Percentile Rank,GE.PER.RNK,1.923077
Libya,LBY,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,0.9615384
Libya,LBY,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,6.730769
Libya,LBY,Government Effectiveness: Standard Error,GE.STD.ERR,0.2074994
Liechtenstein,LIE,Government Effectiveness: Estimate,GE.EST,1.739037
Liechtenstein,LIE,Government Effectiveness: Number of Sources,GE.NO.SRC,2
Liechtenstein,LIE,Government Effectiveness: Percentile Rank,GE.PER.RNK,95.19231
Liechtenstein,LIE,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,84.61539
Liechtenstein,LIE,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,100
Liechtenstein,LIE,Government Effectiveness: Standard Error,GE.STD.ERR,0.3318715
Lithuania,LTU,Government Effectiveness: Estimate,GE.EST,1.072398
Lithuania,LTU,Government Effectiveness: Number of Sources,GE.NO.SRC,8
Lithuania,LTU,Government Effectiveness: Percentile Rank,GE.PER.RNK,80.76923
Lithuania,LTU,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,75.48077
Lithuania,LTU,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,89.90385
Lithuania,LTU,Government Effectiveness: Standard Error,GE.STD.ERR,0.2132453
Luxembourg,LUX,Government Effectiveness: Estimate,GE.EST,1.778221
Luxembourg,LUX,Government Effectiveness: Number of Sources,GE.NO.SRC,7
Luxembourg,LUX,Government Effectiveness: Percentile Rank,GE.PER.RNK,95.67308
Luxembourg,LUX,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,89.42308
Luxembourg,LUX,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,99.51923
Luxembourg,LUX,Government Effectiveness: Standard Error,GE.STD.ERR,0.2221446
"Macao SAR, China",MAC,Government Effectiveness: Estimate,GE.EST,1.204366
"Macao SAR, China",MAC,Government Effectiveness: Number of Sources,GE.NO.SRC,2
"Macao SAR, China",MAC,Government Effectiveness: Percentile Rank,GE.PER.RNK,85.57692
"Macao SAR, China",MAC,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,74.51923
"Macao SAR, China",MAC,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,95.19231
"Macao SAR, China",MAC,Government Effectiveness: Standard Error,GE.STD.ERR,0.3318715
Madagascar,MDG,Government Effectiveness: Estimate,GE.EST,-1.153121
Madagascar,MDG,Government Effectiveness: Number of Sources,GE.NO.SRC,11
Madagascar,MDG,Government Effectiveness: Percentile Rank,GE.PER.RNK,11.05769
Madagascar,MDG,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,7.211538
Madagascar,MDG,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,18.26923
Madagascar,MDG,Government Effectiveness: Standard Error,GE.STD.ERR,0.1907385
Malawi,MWI,Government Effectiveness: Estimate,GE.EST,-0.7286705
Malawi,MWI,Government Effectiveness: Number of Sources,GE.NO.SRC,11
Malawi,MWI,Government Effectiveness: Percentile Rank,GE.PER.RNK,22.11539
Malawi,MWI,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,14.42308
Malawi,MWI,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,37.98077
Malawi,MWI,Government Effectiveness: Standard Error,GE.STD.ERR,0.1874648
Malaysia,MYS,Government Effectiveness: Estimate,GE.EST,1.075348
Malaysia,MYS,Government Effectiveness: Number of Sources,GE.NO.SRC,8
Malaysia,MYS,Government Effectiveness: Percentile Rank,GE.PER.RNK,81.25
Malaysia,MYS,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,75.48077
Malaysia,MYS,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,89.42308
Malaysia,MYS,Government Effectiveness: Standard Error,GE.STD.ERR,0.2000997
Maldives,MDV,Government Effectiveness: Estimate,GE.EST,-0.4884941
Maldives,MDV,Government Effectiveness: Number of Sources,GE.NO.SRC,4
Maldives,MDV,Government Effectiveness: Percentile Rank,GE.PER.RNK,35.09615
Maldives,MDV,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,13.94231
Maldives,MDV,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,55.28846
Maldives,MDV,Government Effectiveness: Standard Error,GE.STD.ERR,0.3397982
Mali,MLI,Government Effectiveness: Estimate,GE.EST,-1.004638
Mali,MLI,Government Effectiveness: Number of Sources,GE.NO.SRC,12
Mali,MLI,Government Effectiveness: Percentile Rank,GE.PER.RNK,15.38461
Mali,MLI,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,9.134615
Mali,MLI,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,22.59615
Mali,MLI,Government Effectiveness: Standard Error,GE.STD.ERR,0.1805988
Malta,MLT,Government Effectiveness: Estimate,GE.EST,0.968796
Malta,MLT,Government Effectiveness: Number of Sources,GE.NO.SRC,6
Malta,MLT,Government Effectiveness: Percentile Rank,GE.PER.RNK,78.84615
Malta,MLT,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,73.07692
Malta,MLT,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,87.98077
Malta,MLT,Government Effectiveness: Standard Error,GE.STD.ERR,0.2384822
Marshall Islands,MHL,Government Effectiveness: Estimate,GE.EST,-1.554391
Marshall Islands,MHL,Government Effectiveness: Number of Sources,GE.NO.SRC,2
Marshall Islands,MHL,Government Effectiveness: Percentile Rank,GE.PER.RNK,6.25
Marshall Islands,MHL,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,0
Marshall Islands,MHL,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,19.71154
Marshall Islands,MHL,Government Effectiveness: Standard Error,GE.STD.ERR,0.4794844
Martinique,MTQ,Government Effectiveness: Estimate,GE.EST,1.108839
Martinique,MTQ,Government Effectiveness: Number of Sources,GE.NO.SRC,1
Martinique,MTQ,Government Effectiveness: Percentile Rank,GE.PER.RNK,82.69231
Martinique,MTQ,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,66.82692
Martinique,MTQ,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,96.63461
Martinique,MTQ,Government Effectiveness: Standard Error,GE.STD.ERR,0.4585745
Mauritania,MRT,Government Effectiveness: Estimate,GE.EST,-0.7266325
Mauritania,MRT,Government Effectiveness: Number of Sources,GE.NO.SRC,10
Mauritania,MRT,Government Effectiveness: Percentile Rank,GE.PER.RNK,22.59615
Mauritania,MRT,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,14.42308
Mauritania,MRT,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,37.98077
Mauritania,MRT,Government Effectiveness: Standard Error,GE.STD.ERR,0.1893241
Mauritius,MUS,Government Effectiveness: Estimate,GE.EST,0.8760849
Mauritius,MUS,Government Effectiveness: Number of Sources,GE.NO.SRC,11
Mauritius,MUS,Government Effectiveness: Percentile Rank,GE.PER.RNK,77.40385
Mauritius,MUS,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,73.07692
Mauritius,MUS,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,84.13461
Mauritius,MUS,Government Effectiveness: Standard Error,GE.STD.ERR,0.1890158
Mexico,MEX,Government Effectiveness: Estimate,GE.EST,-0.153388
Mexico,MEX,Government Effectiveness: Number of Sources,GE.NO.SRC,11
Mexico,MEX,Government Effectiveness: Percentile Rank,GE.PER.RNK,47.59615
Mexico,MEX,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,35.57692
Mexico,MEX,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,58.65385
Mexico,MEX,Government Effectiveness: Standard Error,GE.STD.ERR,0.1831254
"Micronesia, Fed. Sts.",FSM,Government Effectiveness: Estimate,GE.EST,-0.1488629
"Micronesia, Fed. Sts.",FSM,Government Effectiveness: Number of Sources,GE.NO.SRC,3
"Micronesia, Fed. Sts.",FSM,Government Effectiveness: Percentile Rank,GE.PER.RNK,48.07692
"Micronesia, Fed. Sts.",FSM,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,22.59615
"Micronesia, Fed. Sts.",FSM,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,68.26923
"Micronesia, Fed. Sts.",FSM,Government Effectiveness: Standard Error,GE.STD.ERR,0.3491045
Moldova,MDA,Government Effectiveness: Estimate,GE.EST,-0.4665205
Moldova,MDA,Government Effectiveness: Number of Sources,GE.NO.SRC,8
Moldova,MDA,Government Effectiveness: Percentile Rank,GE.PER.RNK,35.57692
Moldova,MDA,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,18.75
Moldova,MDA,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,48.07692
Moldova,MDA,Government Effectiveness: Standard Error,GE.STD.ERR,0.208406
Monaco,MCO,Government Effectiveness: Estimate,GE.EST,..
Monaco,MCO,Government Effectiveness: Number of Sources,GE.NO.SRC,..
Monaco,MCO,Government Effectiveness: Percentile Rank,GE.PER.RNK,..
Monaco,MCO,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,..
Monaco,MCO,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,..
Monaco,MCO,Government Effectiveness: Standard Error,GE.STD.ERR,..
Mongolia,MNG,Government Effectiveness: Estimate,GE.EST,-0.2333477
Mongolia,MNG,Government Effectiveness: Number of Sources,GE.NO.SRC,11
Mongolia,MNG,Government Effectiveness: Percentile Rank,GE.PER.RNK,45.67308
Mongolia,MNG,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,33.17308
Mongolia,MNG,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,55.28846
Mongolia,MNG,Government Effectiveness: Standard Error,GE.STD.ERR,0.1954748
Montenegro,MNE,Government Effectiveness: Estimate,GE.EST,0.1311615
Montenegro,MNE,Government Effectiveness: Number of Sources,GE.NO.SRC,7
Montenegro,MNE,Government Effectiveness: Percentile Rank,GE.PER.RNK,58.17308
Montenegro,MNE,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,43.75
Montenegro,MNE,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,71.15385
Montenegro,MNE,Government Effectiveness: Standard Error,GE.STD.ERR,0.2318387
Morocco,MAR,Government Effectiveness: Estimate,GE.EST,-0.2092959
Morocco,MAR,Government Effectiveness: Number of Sources,GE.NO.SRC,12
Morocco,MAR,Government Effectiveness: Percentile Rank,GE.PER.RNK,46.63462
Morocco,MAR,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,34.13462
Morocco,MAR,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,55.28846
Morocco,MAR,Government Effectiveness: Standard Error,GE.STD.ERR,0.1805988
Mozambique,MOZ,Government Effectiveness: Estimate,GE.EST,-0.8742813
Mozambique,MOZ,Government Effectiveness: Number of Sources,GE.NO.SRC,11
Mozambique,MOZ,Government Effectiveness: Percentile Rank,GE.PER.RNK,17.78846
Mozambique,MOZ,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,10.57692
Mozambique,MOZ,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,31.25
Mozambique,MOZ,Government Effectiveness: Standard Error,GE.STD.ERR,0.1819557
Myanmar,MMR,Government Effectiveness: Estimate,GE.EST,-1.068652
Myanmar,MMR,Government Effectiveness: Number of Sources,GE.NO.SRC,9
Myanmar,MMR,Government Effectiveness: Percentile Rank,GE.PER.RNK,12.5
Myanmar,MMR,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,7.692307
Myanmar,MMR,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,22.59615
Myanmar,MMR,Government Effectiveness: Standard Error,GE.STD.ERR,0.2218589
Namibia,NAM,Government Effectiveness: Estimate,GE.EST,0.106442
Namibia,NAM,Government Effectiveness: Number of Sources,GE.NO.SRC,10
Namibia,NAM,Government Effectiveness: Percentile Rank,GE.PER.RNK,56.25
Namibia,NAM,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,45.67308
Namibia,NAM,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,68.26923
Namibia,NAM,Government Effectiveness: Standard Error,GE.STD.ERR,0.1932953
Nauru,NRU,Government Effectiveness: Estimate,GE.EST,-0.076744
Nauru,NRU,Government Effectiveness: Number of Sources,GE.NO.SRC,1
Nauru,NRU,Government Effectiveness: Percentile Rank,GE.PER.RNK,50.48077
Nauru,NRU,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,1.923077
Nauru,NRU,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,93.26923
Nauru,NRU,Government Effectiveness: Standard Error,GE.STD.ERR,1.048439
Nepal,NPL,Government Effectiveness: Estimate,GE.EST,-0.9023383
Nepal,NPL,Government Effectiveness: Number of Sources,GE.NO.SRC,9
Nepal,NPL,Government Effectiveness: Percentile Rank,GE.PER.RNK,16.82692
Nepal,NPL,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,9.615385
Nepal,NPL,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,33.65385
Nepal,NPL,Government Effectiveness: Standard Error,GE.STD.ERR,0.2191608
Netherlands,NLD,Government Effectiveness: Estimate,GE.EST,1.850466
Netherlands,NLD,Government Effectiveness: Number of Sources,GE.NO.SRC,7
Netherlands,NLD,Government Effectiveness: Percentile Rank,GE.PER.RNK,96.63461
Netherlands,NLD,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,91.82692
Netherlands,NLD,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,99.51923
Netherlands,NLD,Government Effectiveness: Standard Error,GE.STD.ERR,0.2221446
Netherlands Antilles,ANT,Government Effectiveness: Estimate,GE.EST,..
Netherlands Antilles,ANT,Government Effectiveness: Number of Sources,GE.NO.SRC,..
Netherlands Antilles,ANT,Government Effectiveness: Percentile Rank,GE.PER.RNK,..
Netherlands Antilles,ANT,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,..
Netherlands Antilles,ANT,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,..
Netherlands Antilles,ANT,Government Effectiveness: Standard Error,GE.STD.ERR,..
New Zealand,NZL,Government Effectiveness: Estimate,GE.EST,1.670251
New Zealand,NZL,Government Effectiveness: Number of Sources,GE.NO.SRC,7
New Zealand,NZL,Government Effectiveness: Percentile Rank,GE.PER.RNK,93.75
New Zealand,NZL,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,87.5
New Zealand,NZL,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,99.03846
New Zealand,NZL,Government Effectiveness: Standard Error,GE.STD.ERR,0.2221446
Nicaragua,NIC,Government Effectiveness: Estimate,GE.EST,-0.8024699
Nicaragua,NIC,Government Effectiveness: Number of Sources,GE.NO.SRC,10
Nicaragua,NIC,Government Effectiveness: Percentile Rank,GE.PER.RNK,19.23077
Nicaragua,NIC,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,11.53846
Nicaragua,NIC,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,35.09615
Nicaragua,NIC,Government Effectiveness: Standard Error,GE.STD.ERR,0.191959
Niger,NER,Government Effectiveness: Estimate,GE.EST,-0.7660425
Niger,NER,Government Effectiveness: Number of Sources,GE.NO.SRC,11
Niger,NER,Government Effectiveness: Percentile Rank,GE.PER.RNK,20.19231
Niger,NER,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,12.01923
Niger,NER,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,35.57692
Niger,NER,Government Effectiveness: Standard Error,GE.STD.ERR,0.1907385
Nigeria,NGA,Government Effectiveness: Estimate,GE.EST,-1.022591
Nigeria,NGA,Government Effectiveness: Number of Sources,GE.NO.SRC,12
Nigeria,NGA,Government Effectiveness: Percentile Rank,GE.PER.RNK,14.90385
Nigeria,NGA,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,9.134615
Nigeria,NGA,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,22.59615
Nigeria,NGA,Government Effectiveness: Standard Error,GE.STD.ERR,0.1805988
Niue,NIU,Government Effectiveness: Estimate,GE.EST,..
Niue,NIU,Government Effectiveness: Number of Sources,GE.NO.SRC,..
Niue,NIU,Government Effectiveness: Percentile Rank,GE.PER.RNK,..
Niue,NIU,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,..
Niue,NIU,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,..
Niue,NIU,Government Effectiveness: Standard Error,GE.STD.ERR,..
North Macedonia,MKD,Government Effectiveness: Estimate,GE.EST,0.0902431
North Macedonia,MKD,Government Effectiveness: Number of Sources,GE.NO.SRC,5
North Macedonia,MKD,Government Effectiveness: Percentile Rank,GE.PER.RNK,55.76923
